WKT,nama,deskripsi
"POLYGON ((110.0177933 -7.8852276, 110.1386429 -7.9450768, 110.1661087 -7.9586776, 110.1935746 -7.9777181, 110.2251602 -7.9940378, 110.2649857 -8.0049172, 110.2965714 -8.0103568, 110.3377701 -8.0266752, 110.3501297 -8.0402733, 110.3666092 -8.0620294, 110.407808 -8.0824246, 110.4407669 -8.1000997, 110.4764725 -8.1123358, 110.5162979 -8.1259311, 110.5629898 -8.1408853, 110.6000687 -8.1476826, 110.6302811 -8.1653547, 110.676973 -8.1843854, 110.7003189 -8.1952597, 110.7167984 -8.1979783, 110.7415177 -8.1979783, 110.7758499 -8.1898226, 110.8033158 -8.1993375, 110.8266617 -8.2061337, 110.8335282 -8.1762295, 110.8211686 -8.1463231, 110.8033158 -8.1599172, 110.7895829 -8.1517608, 110.7868363 -8.117774, 110.7868363 -8.0892228, 110.7744767 -8.0593099, 110.7593705 -8.0361939, 110.7593705 -8.0117167, 110.7676102 -7.9885979, 110.7703568 -7.9559575, 110.7703568 -7.9328356, 110.7703568 -7.9056317, 110.7744767 -7.8838673, 110.7895829 -7.8566602, 110.7868363 -7.8212883, 110.7676102 -7.8076829, 110.7593705 -7.8267303, 110.7442643 -7.8076829, 110.7209183 -7.7913559, 110.7016922 -7.8036012, 110.6824662 -7.8049618, 110.6742264 -7.787274, 110.6618668 -7.7995195, 110.6412674 -7.7995195, 110.6165482 -7.8036012, 110.5877091 -7.8022406, 110.5698563 -7.7845528, 110.5410172 -7.7954377, 110.5176712 -7.7845528, 110.4970719 -7.7682248, 110.4915787 -7.753257, 110.4902054 -7.7328454, 110.4860855 -7.7137938, 110.4792191 -7.6879366, 110.4723526 -7.6593557, 110.4696061 -7.6334952, 110.4641129 -7.6049107, 110.4627396 -7.5695177, 110.4517533 -7.5463746, 110.4352738 -7.5382062, 110.4133011 -7.5640724, 110.3981949 -7.5912984, 110.3721024 -7.6089943, 110.3528763 -7.6185226, 110.3309037 -7.6321341, 110.3061844 -7.6579947, 110.2869583 -7.6852147, 110.2691056 -7.7001849, 110.266359 -7.6784098, 110.2636124 -7.6566336, 110.2539994 -7.644384, 110.2361466 -7.6498283, 110.2059342 -7.6484673, 110.1853348 -7.644384, 110.1523758 -7.6457451, 110.1317765 -7.6511894, 110.1207901 -7.6729659, 110.1331498 -7.6865756, 110.1290299 -7.7001849, 110.1304032 -7.7301238, 110.1207901 -7.7600606, 110.1029373 -7.7763889, 110.0837113 -7.7967983, 110.0631119 -7.8131251, 110.0562455 -7.8335328, 110.049379 -7.8471373, 110.0438858 -7.8689036, 110.0177933 -7.8852276))",D I Yogyakarta,
